SMILES
CC1CNc2cc(Br)ccc2N1C(=O)C(N)Cc1cc[nH]c(=O)c1
CCS(=O)(=NC(=O)C1(c2ccc(F)cn2)CC1)c1ccccc1
Cc1cc(F)ccc1C(F)(F)C(=O)NC1(c2nccc(C(F)(F)F)n2)CC1
O=C(N1CCC=C(c2cccc(O)c2)C1)C1(c2ccc(Br)cn2)CC1
CCc1nncnc1OCC1CN(c2ccc(Br)cc2)C(=O)O1
Nc1cc(N2CCN(c3ccc(F)cc3F)C(=O)C2)nc(C2CCOCC2)n1
Cc1ccc(COC(=O)C(F)(F)c2ccc(F)cc2C)nn1
Nc1ncnc(NCC2(NC(=O)C3(c4ccc(F)cn4)CC3)CCC2)n1
Cc1cc(CN2CCC(=O)Nc3ccc(Br)cc32)c(C2CC2)nn1
Cc1ccc(C(F)CNC(=O)C(C)(C)c2ccc(F)cn2)cc1C
N#CC(C(=O)Cc1cccc(OC(F)F)n1)c1ncc(F)cc1F
COc1nc(C)cc(COC(=O)C2(c3ccc(Br)cn3)CC2)n1
O=C(Nc1snc2nccnc12)C(F)(F)c1ccc(Cl)cc1
O=C(NC1CN(c2ccncn2)CC2(CC2)C1)C(F)c1ccc(F)cc1
CCN(C(=O)C(SC)c1cccc(Cl)c1)c1ncc(F)cn1
NC1(C(=O)NCc2nccc(Cl)c2F)CCc2cc(Br)ccc21
Cc1nnc2c(NC(=O)C3(c4ccc(F)cn4)CC3)cccn12
O=C(COC(=O)C1OC(=O)c2ccccc21)Cc1ccc(F)cc1F
CCN(C(=O)CCc1ccncc1Br)c1ncc(F)cn1
CC(C)Oc1nccnc1NC(=O)C(F)(F)c1ccc(F)cc1F
CN(CCC(O)c1ccccc1)C(=O)C(C)(C)c1ccc(Br)cn1
Cc1c(O)c(=O)ccn1CC(=O)N(CC(C)C)c1ccc(Cl)cc1
O=C1CN(C(c2ccccc2)C(F)F)CCN1c1ccc(F)cc1F
CC(C#N)Oc1cc(F)ccc1NC(=O)N1CCN(C)c2ncncc21
CN(C)C(C)(C(=O)OCc1cnc(-c2cncnc2)nc1)c1ccc(F)cc1
O=C(Nc1nnc2cccnn12)C(CC(F)(F)F)c1ccc(F)cc1
CCN(C(=O)NCCc1nccnc1C)c1ccc(Cl)cc1Cl
Cc1ccnc(CCOC(=O)C(CC(F)(F)F)c2ccc(F)cc2)n1
O=C1C(SCc2ccc3c(c2)CCOC3)CCN1c1ccc(F)cc1
N#Cc1cnc2ncnn2c1NC(=O)c1cncc2cc(Cl)ccc12
Cc1cc(Cl)nnc1NC(=O)C(C)c1cc(F)cc(F)c1
Cn1nc(C(C)(C)NC(=O)N2CCc3cc(F)cnc32)c2ccccc21
O=C(NCc1ccnc2c1CCCC2)C(F)(F)c1ccc(F)cc1F
Cc1cccc(CCC(=O)N(C)c2cnc(Cl)cn2)c1Br
CN1Cc2cccc(NC(=O)C(CC(F)F)c3ccc(F)cc3)c2C1=O
Cc1cc(F)ccc1C(F)(F)C(=O)Nc1ccc(CCC(=O)O)nc1
Cn1cc2ccc(NC(=O)C(F)(F)c3ccc(F)cc3F)cc2n1
O=C1CN(c2nc3ncccc3s2)CCN1c1ccc(F)cc1F
CC(CC(=O)O)(C(=O)Nc1ncnc2c1CNCC2)c1ccc(F)cc1
CN(C(=O)C(CC(F)F)c1ccc(F)cc1)c1cnc(C#N)cn1
O=C(N1CC(Oc2ncccn2)C1)C(F)(F)c1ccc(F)cc1F
CC(CNC(=O)N1CCc2cc(Br)cnc21)c1ncccc1F
COC(=O)C1(N(C(=O)C(F)(F)c2cnccn2)c2ccc(Cl)cc2)CC1
CCCN(C(=O)NCc1ccc[nH]c1=O)c1ccc(Br)cc1Cl
Cc1nn(-c2ccc(NC(=O)C(O)c3ccc(F)cc3C)cc2)c(=O)[nH]1
COc1cc(Br)cnc1NC(=O)N1CCc2c(CO)cccc21
O=C(Nc1ncc(F)cc1Cl)C1(Oc2ccccc2)CCOCC1
O=C(COC(=O)c1cccc2cnsc12)Cc1ccc(F)cc1F
O=C(N1CCc2cc(F)cnc21)C(F)(F)c1cccc(F)c1F
N=S1(=O)CCN(C(=O)C(CC(F)F)c2ccc(F)cc2)c2ccccc21
CC(C)(C(=O)C(C#N)c1ncc(F)cc1F)c1ccc(C#N)c(Cl)c1
Cc1cc(C(=O)C(C#N)c2ncc(F)cc2F)c2cccnc2c1C
NC1CCN(C(=O)c2[nH]nc3[nH]cnc(=O)c23)c2ccc(Cl)cc21
CC(C)(C(=O)NCc1nccc(Cl)c1F)c1ccc(F)cn1
O=C(NCCc1cc(O)ccc1Br)C1(c2ccc(F)cn2)CC1
N#CC(C(=O)C1(Cc2ccccc2)CCOC1)c1ncc(F)cc1F
CN(C(=O)NCc1ccc2c(c1)COCC2)c1ccc(F)cc1Cl
O=C(Nc1ccc(F)cc1C1CC1)c1ccc2cc[nH]c(=O)c2n1
COc1nc(C)cc(CN2CCN(c3ccc(F)cc3)C(=O)C2(C)C)n1
COC(C(=O)N1CC2(CC2)c2ncccc21)c1ccc(Br)cc1
COc1ccc(F)c2c1CCN(C(=O)N(C)c1ccc(F)cc1C#N)C2
O=C(C1CSC(c2ncccc2O)=N1)N1CCCC(O)c2cc(F)ccc21
Cc1cccc(N(C)C(=O)C(C)(C)c2ccc(F)cn2)c1
N#Cc1ccc2c(n1)CCCN2C(=O)C1(c2ccc(Br)cn2)CCC1
CN1C(=O)CCN(C(=O)NC(c2ccccc2)c2ccoc2)c2ccc(F)cc21
CC1(c2ccc(Cl)cc2)CCN(C(=O)N2CCc3cc(F)cnc32)C1
O=C(Cc1ccc(Br)cc1O)N1CC2Cc3ccccc3C21
CN1CCN(C(=O)NC2COCc3cccnc32)c2ccc(Cl)cc21
CC1(C)C(=O)N(c2ccc(F)cc2)CCN1C(=O)c1cnc2ncoc2c1
CCCN(C(=O)N1CCN(c2ccncn2)CC1)c1ccc(Cl)cc1
